ip,anonymityLevel,asn,country,isp,latency,org,port,protocols,responseTime,speed,updated_at,upTime,upTimeSuccessCount,upTimeTryCount
"69.163.163.6","elite","AS26347","US","New Dream Network, LLC","150","New Dream Network, LLC","37884","socks5","50","1","2023-04-07T22:09:21.135Z","100","1396","1396"
"149.20.253.80","elite","AS18615","US","Mainstream Fiber Networks, LLC","100","Mainstream Fiber Networks, LLC","12551","socks4","65","2","2023-04-07T22:09:17.009Z","100","1382","1383"
"38.127.179.121","elite","AS174","US","Cogent Communications","78","Torlandia Trading SRL","11537","socks5","50","1","2023-04-07T22:09:14.732Z","100","1355","1358"
"47.90.200.204","elite","AS45102","US","Alibaba.com LLC","79","ALICLOUD-US","19527","socks5","77","1","2023-04-07T22:09:14.027Z","89","1207","1352"
"159.89.228.253","elite","AS14061","US","DigitalOcean, LLC","81","Digital Ocean","38172","socks4","95","1","2023-04-07T22:09:14.478Z","100","1411","1416"
"38.83.108.16","elite","AS63199","US","Cogent Communications","112","CDS Global Cloud Co., Ltd","5678","socks4","136","1","2023-04-07T22:09:13.925Z","100","1410","1413"
"50.237.206.174","elite","AS7922","US","Comcast Cable Communications, LLC","97","Comcast Cable Communications, LLC","64312","socks4","95","1","2023-04-07T22:09:12.340Z","100","1414","1416"
"192.111.135.18","elite","AS46562","US","Total Server Solutions L.L.C.","133","Assima Inc","18301","socks4","76","1","2023-04-07T22:09:10.211Z","97","1288","1323"
"38.127.179.236","elite","AS174","US","Cogent Communications","78","Torlandia Trading SRL","11537","socks4","57","1","2023-04-07T22:09:09.966Z","100","1331","1332"
"70.185.95.162","elite","AS22773","US","Cox Communications Inc.","123","Cox Communications Inc.","39593","socks4","207","1","2023-04-07T22:09:09.177Z","98","1390","1415"
"38.127.173.250","elite","AS174","US","Cogent Communications","78","Torlandia Trading SRL","55994","socks4","211","1","2023-04-07T22:09:09.479Z","100","1326","1327"
"206.189.200.62","elite","AS14061","US","DigitalOcean, LLC","85","Digital Ocean","13110","socks4","536","1","2023-04-07T22:09:08.161Z","100","1413","1417"
"45.56.83.46","elite","AS63949","US","Akamai Technologies, Inc.","143","Linode","8047","socks4","359","1","2023-04-07T22:09:08.216Z","93","1232","1330"
"162.255.108.245","elite","AS54755","US","Desert Winds Wireless","151","Desert Winds Wireless Inc","5678","socks4","211","1","2023-04-07T22:09:08.345Z","100","1410","1417"
"100.2.109.83","elite","AS701","US","Verizon Business","90","Verizon Online LLC","8080","socks5","1055","1","2023-04-07T22:09:07.098Z","100","1362","1368"
"69.163.165.253","elite","AS26347","US","New Dream Network, LLC","152","New Dream Network, LLC","47876","socks5","1264","1","2023-04-07T22:09:07.020Z","100","1414","1416"
"8.39.228.193","elite","AS3356","US","Level 3 Communications, Inc.","125","Level 3, LLC","39593","socks4","1238","1","2023-04-07T22:09:06.657Z","100","1396","1396"
"38.127.172.169","elite","AS174","US","Cogent Communications","78","Torlandia Trading SRL","54291","socks4","149","3","2023-04-07T22:09:06.842Z","100","1369","1370"
"172.67.0.21","elite","AS13335","US","Cloudflare, Inc.","1","Cloudflare, Inc.","80","socks4","241","1","2023-04-07T22:09:05.169Z","100","1400","1400"
"20.25.153.180","elite","AS8075","US","Microsoft Corporation","144","Microsoft Azure Cloud (westus3)","7631","socks5","644","1","2023-04-07T22:09:05.450Z","16","219","1406"
"173.244.200.156","elite","AS32780","US","Hosting Services, Inc.","73","Hosting Services, Inc.","60833","socks4","782","1","2023-04-07T22:09:04.986Z","100","342","343"
"75.119.205.154","elite","AS26347","US","New Dream Network, LLC","151","New Dream Network, LLC","23456","socks5","172","1","2023-04-07T22:09:03.450Z","100","1333","1333"
"51.81.31.62","elite","AS16276","US","OVH SAS","77","OVH US LLC","15692","socks5","329","1","2023-04-07T22:09:03.049Z","93","1247","1339"
"50.96.204.251","elite","AS7029","US","Windstream Communications LLC","115","Windstream Communications LLC","18351","socks4","1066","1","2023-04-07T22:09:02.898Z","100","1370","1374"
"50.199.46.20","elite","AS7922","US","Comcast Cable Communications, LLC","104","Comcast Cable Communications, LLC","32100","socks4","1051","1","2023-04-07T22:09:02.517Z","99","1357","1365"
"159.65.225.8","elite","AS9116","US","DigitalOcean, LLC","103","Digital Ocean","1215","socks4","190","1","2023-04-07T22:09:01.490Z","100","1412","1416"
"159.223.117.140","elite","AS14061","US","DigitalOcean, LLC","107","DigitalOcean, LLC","24006","socks5","527","1","2023-04-07T22:09:01.485Z","75","1021","1361"
"38.127.173.150","elite","AS174","US","Cogent Communications","77","Torlandia Trading SRL","11537","socks4","1090","1","2023-04-07T22:09:00.610Z","100","1356","1358"
"132.148.155.12","elite","AS398101","US","GoDaddy.com, LLC","139","GoDaddy.com, LLC","59028","socks5","769","1","2023-04-07T22:08:58.014Z","92","1294","1405"
"203.30.190.172","elite","AS209242","US","Cloudflare London","1","Umpire Associates LTD","80","socks4","1175","1","2023-04-07T22:08:57.020Z","100","1415","1416"
"172.98.20.80","elite","AS7018","US","AT&T Services, Inc.","85","Bunny Technology LLC","10001","socks4","1140","1","2023-04-07T22:08:57.291Z","95","1294","1358"
"75.119.203.97","elite","AS26347","US","New Dream Network, LLC","151","New Dream Network, LLC","32524","socks5","1405","1","2023-04-07T22:08:57.701Z","100","1397","1397"
"12.218.209.130","elite","AS7018","US","AT&T Services, Inc.","159","Kaushik Patel DBA Days INN SOU","13326","socks4","1166","1","2023-04-07T22:08:57.290Z","100","1414","1416"
"159.223.177.158","elite","AS14061","US","DigitalOcean, LLC","85","DigitalOcean, LLC","8276","socks5","1109","1","2023-04-07T22:08:57.296Z","85","1141","1343"
"70.32.25.147","elite","AS55293","US","A2 Hosting, Inc.","95","A2 Hosting, Inc.","36546","socks4","1055","1","2023-04-07T22:08:57.296Z","100","1318","1320"
"104.251.94.2","elite","AS20454","US","Secured Servers LLC","142","BraveWay","49246","socks4","866","1","2023-04-07T22:08:57.720Z","100","1366","1370"
"149.20.253.100","elite","AS18615","US","Mainstream Fiber Networks, LLC","100","Mainstream Fiber Networks, LLC","12551","socks4","1261","1","2023-04-07T22:08:56.655Z","100","1402","1404"
"192.53.171.180","elite","AS63949","US","Akamai Technologies, Inc.","113","Linode, LLC","10200","socks4","1459","1","2023-04-07T22:08:56.033Z","100","1396","1400"
"67.205.159.46","elite","AS14061","US","DigitalOcean, LLC","81","Digital Ocean","8459","socks4","1532","1","2023-04-07T22:08:56.312Z","70","977","1396"
"23.106.219.181","elite","AS396190","US","Leaseweb USA, Inc.","146","LeaseWeb USA, Inc. Seattle","32129","socks4","1513","1","2023-04-07T22:08:56.309Z","100","1386","1386"
"104.251.94.149","elite","AS20454","US","Secured Servers LLC","138","BraveWay","23648","socks5","1390","1","2023-04-07T22:08:54.743Z","100","1332","1336"
"107.173.185.72","elite","AS36352","US","ColoCrossing","91","ColoCrossing","80","socks5","1355","1","2023-04-07T22:08:54.270Z","100","1351","1353"
"203.23.103.19","elite","AS209242","US","Cloudflare London","1","Umpire Associates LTD","80","socks4","1443","1","2023-04-07T22:08:53.033Z","100","1403","1403"
"165.227.104.122","elite","AS14061","US","DigitalOcean, LLC","80","DigitalOcean, LLC","7012","socks4","1407","1","2023-04-07T22:08:52.194Z","99","1409","1417"
"149.20.253.51","elite","AS18615","US","Mainstream Fiber Networks, LLC","100","Mainstream Fiber Networks, LLC","12551","socks4","1422","1","2023-04-07T22:08:52.617Z","100","1413","1416"
"75.119.205.16","elite","AS26347","US","New Dream Network, LLC","151","New Dream Network, LLC","23456","socks4","1167","1","2023-04-07T22:08:51.362Z","100","1333","1333"
"167.99.12.224","elite","AS14061","US","DigitalOcean, LLC","85","Digital Ocean","49463","socks4","1270","1","2023-04-07T22:08:50.130Z","100","1393","1394"
"70.186.128.126","anonymous","AS22773","US","Cox Communications Inc.","119","Allegiance Communications, LLC","8080","http","1277","774","2023-04-07T22:08:50.106Z","99","1286","1297"
"70.90.67.137","elite","AS7922","US","Comcast Cable Communications, LLC","124","Comcast Cable Communications, LLC","54321","socks4","1180","1","2023-04-07T22:08:49.786Z","97","1370","1416"
"43.153.108.126","elite","AS132203","US","Shenzhen Tencent Computer Systems Company Limited","152","Tencent Cloud Computing","443","socks5","1104","1","2023-04-07T22:08:49.046Z","28","378","1368"
"104.145.235.200","elite","AS64245","US","DigitalFyre Internet Solutions, LLC.","73","DigitalFyre Internet Solutions, LLC.","3128","socks4","1424","1","2023-04-07T22:08:48.598Z","100","1396","1397"
"43.135.162.181","elite","AS132203","US","Shenzhen Tencent Computer Systems Company Limited","152","Tencent Cloud Computing","443","socks5","1474","1","2023-04-07T22:08:46.465Z","91","1253","1373"
"64.124.145.1","elite","AS6461","US","Zayo Bandwidth","120","D&P Digital Forensics LLC","1080","socks4","1283","1","2023-04-07T22:08:46.087Z","100","1382","1386"
"18.217.169.2","elite","AS16509","US","Amazon.com, Inc.","93","AWS EC2 (us-east-2)","80","socks4","1265","1","2023-04-07T22:08:46.085Z","100","1324","1325"
"66.33.214.71","elite","AS26347","US","New Dream Network, LLC","78","New Dream Network, LLC","15891","socks4","1353","1","2023-04-07T22:08:45.135Z","100","1395","1396"
"165.227.66.216","elite","AS14061","US","DigitalOcean, LLC","81","DigitalOcean, LLC","33636","socks4","1344","1","2023-04-07T22:08:44.767Z","100","1317","1318"
"165.225.32.114","elite","AS22616","US","ZSCALER, INC.","110","Zscaler, Inc","10417","socks5","1432","1","2023-04-07T22:08:43.655Z","98","1320","1348"
"162.243.39.45","elite","AS14061","US","DigitalOcean, LLC","81","Digital Ocean","46852","socks4","1334","1","2023-04-07T22:08:43.240Z","83","1167","1401"
"23.236.220.141","elite","AS55286","US","B2 Net Solutions Inc.","89","ServerMania Inc","3128","socks4","1515","1","2023-04-07T22:08:42.470Z","99","1385","1399"
"192.154.244.92","elite","AS64200","US","Vivid-hosting LLC","139","Vivid-hosting LLC","9000","socks4","1510","1","2023-04-07T22:08:42.469Z","100","1395","1401"
"173.195.27.143","elite","AS11976","US","Fidelity Communication International Inc.","115","Fidelity Communication International Inc.","10091","socks4","1471","1","2023-04-07T22:08:41.687Z","100","1380","1380"
"38.127.173.169","elite","AS174","US","Cogent Communications","78","Torlandia Trading SRL","42908","socks5","1385","1","2023-04-07T22:08:40.246Z","100","1343","1344"
"64.89.249.1","elite","AS29979","US","Pioneer Broadband","96","Networks Inc","47124","socks4","1381","1","2023-04-07T22:08:40.217Z","100","1410","1415"
"75.119.206.18","elite","AS26347","US","New Dream Network, LLC","150","New Dream Network, LLC","23456","socks4","1229","1","2023-04-07T22:08:39.044Z","100","1343","1343"
"75.119.207.141","elite","AS26347","US","New Dream Network, LLC","151","New Dream Network, LLC","61438","socks5","1326","1","2023-04-07T22:08:39.799Z","100","1396","1396"
"66.207.184.57","elite","AS7029","US","Windstream Communications LLC","83","Voce Telecom, LLC","5432","socks4","1393","1","2023-04-07T22:08:39.440Z","94","1274","1355"
"173.244.200.158","elite","AS32780","US","Hosting Services, Inc.","73","Hosting Services, Inc.","13838","socks4","1417","1","2023-04-07T22:08:39.797Z","100","1403","1404"
"209.141.33.219","elite","AS53667","US","FranTech Solutions","138","FranTech Solutions","9092","socks5","1361","1","2023-04-07T22:08:39.816Z","100","1402","1402"
"104.227.64.180","elite","AS55286","US","Server Mania Inc","91","RackNerd LLC","2020","socks5","1490","1","2023-04-07T22:08:39.813Z","100","1369","1373"
"204.10.182.34","elite","AS1819","US","DCM Cable Inc.","99","DCM Cable Inc","39593","socks4","1335","1","2023-04-07T22:08:38.160Z","100","1416","1416"
"38.127.179.125","elite","AS174","US","Cogent Communications","78","Torlandia Trading SRL","46656","socks5","1439","1","2023-04-07T22:08:38.570Z","100","1339","1340"
"51.81.31.64","elite","AS16276","US","OVH SAS","80","OVH US LLC","22505","socks5","1348","1","2023-04-07T22:08:38.164Z","99","1386","1397"
"43.153.30.185","elite","AS132203","US","Shenzhen Tencent Computer Systems Company Limited","151","Tencent Cloud Computing","443","socks5","1345","1","2023-04-07T22:08:36.851Z","90","1227","1370"
"75.119.205.47","elite","AS26347","US","New Dream Network, LLC","151","New Dream Network, LLC","49252","socks5","1179","1","2023-04-07T22:08:34.812Z","100","1415","1416"
"150.220.8.228","elite","AS11427","US","Charter Communications","163","Spectrum","64312","socks4","1322","1","2023-04-07T22:08:34.809Z","100","1405","1412"
"75.41.145.46","elite","AS36105","US","Big Bend Telephone Company","146","AT&T Corp.","5678","socks4","1391","1","2023-04-07T22:08:33.080Z","86","1204","1400"
"198.186.192.83","elite","AS6450","US","Providers Internet Exchange","78","Prescient Software, Inc","9050","socks5","1398","1","2023-04-07T22:08:33.064Z","100","1397","1398"
"138.68.236.23","elite","AS14061","US","DigitalOcean, LLC","145","Digital Ocean","3128","socks5","1342","1","2023-04-07T22:08:33.065Z","100","1396","1397"
"192.154.195.76","elite","AS64200","US","Vivid-hosting LLC","140","Vivid-hosting LLC","9000","socks5","1372","1","2023-04-07T22:08:32.681Z","100","1290","1294"
"173.195.27.149","elite","AS11976","US","Fidelity Communication International Inc.","115","Fidelity Communication International Inc.","10091","socks4","1340","1","2023-04-07T22:08:31.909Z","100","1382","1385"
"64.25.54.2","elite","AS35977","US","Amdocs Inc.","129","Amdocs Inc","45160","socks4","1390","1","2023-04-07T22:08:30.239Z","100","1297","1297"
"66.78.54.93","elite","AS21769","US","Colocation America Corporation","143","code200 UAB","20000","socks4","1441","1","2023-04-07T22:08:29.433Z","97","1365","1411"
"8.39.228.209","elite","AS3356","US","Level 3 Communications, Inc.","130","Level 3, LLC","39593","socks4","1392","1","2023-04-07T22:08:29.447Z","100","1395","1401"
"100.1.140.55","elite","AS701","US","Verizon Communications","87","MCI Communications Services, Inc. d/b/a Verizon Business","8080","socks4","1705","1","2023-04-07T22:08:29.417Z","100","1368","1369"
"104.200.20.136","elite","AS63949","US","Akamai Technologies, Inc.","114","Linode","35434","socks5","1407","1","2023-04-07T22:08:29.017Z","100","1296","1296"
"199.127.176.139","elite","AS53586","US","Wittenberg Telephone Company","100","Wittenberg Telephone Company","64312","socks4","1607","1","2023-04-07T22:08:29.810Z","100","1391","1391"
"192.210.196.222","elite","AS36352","US","ColoCrossing","137","RackNerd LLC","10800","socks4","1621","1","2023-04-07T22:08:28.131Z","99","1341","1360"
"158.101.1.100","elite","AS31898","US","Oracle Corporation","174","Oracle Cloud Infrastructure (us-phoenix-1)","42171","socks5","1556","1","2023-04-07T22:08:28.549Z","98","1285","1312"
"147.182.228.141","elite","AS14061","US","DigitalOcean, LLC","149","DigitalOcean, LLC","12345","socks5","1459","1","2023-04-07T22:08:27.287Z","90","1237","1375"
"68.183.17.152","elite","AS14061","US","DigitalOcean, LLC","85","DigitalOcean, LLC","8016","socks5","1445","1","2023-04-07T22:08:27.678Z","88","1238","1401"
"192.3.54.198","elite","AS36352","US","ColoCrossing","95","RackNerd LLC","3128","socks4","1618","1","2023-04-07T22:08:26.841Z","100","1400","1400"
"50.207.130.198","elite","AS7922","US","Comcast Cable Communications, LLC","104","Comcast Cable Communications, LLC","54321","socks4","1276","1","2023-04-07T22:08:26.819Z","100","1298","1299"
"8.42.68.125","elite","AS399869","US","Mountain Broadband","125","Level 3, LLC","39593","socks4","1279","1","2023-04-07T22:08:25.737Z","100","1390","1391"
"192.252.209.155","elite","AS46562","US","Performive LLC","130","Performive LLC","14455","socks5","1486","1","2023-04-07T22:08:25.819Z","97","1263","1301"
"184.178.172.13","elite","AS22773","US","Cox Communications Inc.","144","Cox Communications Inc.","15311","socks5","1496","1","2023-04-07T22:08:24.033Z","100","1298","1301"
"184.178.172.26","elite","AS22773","US","Cox Communications Inc.","149","Cox Communications Inc.","4145","socks5","1370","1","2023-04-07T22:08:23.664Z","100","1299","1301"
"157.245.210.217","elite","AS14061","US","DigitalOcean, LLC","84","DigitalOcean, LLC","37864","socks4","1132","1","2023-04-07T22:08:23.236Z","100","1413","1416"
"104.255.170.66","elite","AS397373","US","H4Y Technologies LLC","156","N/A","50109","socks5","1365","1","2023-04-07T22:08:22.464Z","100","1366","1369"
"146.145.199.100","elite","AS7029","US","Windstream Communications LLC","87","Colo16","8080","socks5","1164","1","2023-04-07T22:08:22.806Z","99","1406","1417"
"149.28.44.246","elite","AS20473","US","The Constant Company","125","Vultr Holdings, LLC","10041","socks4","1490","1","2023-04-07T22:08:20.948Z","27","356","1296"
"50.235.117.234","elite","AS7922","US","Comcast Cable Communications, LLC","83","Comcast Cable Communications, LLC","39593","socks4","1547","1","2023-04-07T22:08:20.476Z","100","1418","1418"
"173.195.27.136","elite","AS11976","US","Fidelity Communication International Inc.","115","Fidelity Communication International Inc.","10091","socks4","1508","1","2023-04-07T22:08:20.947Z","100","1386","1386"
"50.47.75.212","elite","AS20055","US","Wholesail networks LLC","147","Ziply Fiber","5678","socks4","1404","1","2023-04-07T22:08:20.963Z","94","1332","1415"
"207.246.87.152","elite","AS20473","US","The Constant Company","81","Vultr Holdings, LLC","11201","socks4","1290","1","2023-04-07T22:08:19.203Z","90","1168","1296"
"45.196.150.155","elite","AS7018","US","AT&T Services, Inc.","85","Kaxy Tech LLC","5432","socks5","1469","1","2023-04-07T22:08:18.402Z","98","1327","1357"
"38.127.179.67","elite","AS174","US","Cogent Communications","78","Torlandia Trading SRL","11537","socks4","1241","1","2023-04-07T22:08:17.000Z","100","1329","1331"
"51.81.85.93","elite","AS16276","US","OVH SAS","78","OVH US LLC","44909","socks4","1229","1","2023-04-07T22:08:17.001Z","100","1295","1297"
"45.196.151.84","elite","AS7018","US","AT&T Services","92","AQUA Networks Limited","5432","socks4","1251","1","2023-04-07T22:08:17.944Z","98","1325","1355"
"216.105.130.33","elite","AS20081","US","NET2ATLANTA.COM LLC","101","NET2ATLANTA.COM LLC","39593","socks4","1322","1","2023-04-07T22:08:16.207Z","100","1415","1417"
"68.64.250.38","anonymous","AS46473","US","SimpleFiber Communications LLC","116","SimpleFiber Communications LLC","8080","http","1346","804","2023-04-07T22:08:15.067Z","97","1258","1296"
"104.35.140.42","elite","AS20001","US","Charter Communications","155","Spectrum","80","socks4","1253","1","2023-04-07T22:08:15.065Z","100","1294","1295"
"50.63.165.22","elite","AS398101","US","GoDaddy.com, LLC","138","GoDaddy.com, LLC","26825","socks4","1538","1","2023-04-07T22:08:15.089Z","99","1278","1294"
"38.127.172.28","elite","AS174","US","Cogent Communications","78","Torlandia Trading SRL","11537","socks4","1403","1","2023-04-07T22:08:14.670Z","100","1356","1357"
"167.206.253.141","elite","AS6128","US","Cablevision Systems Corp.","84","Hopatcong Schools","8080","socks5","1363","1","2023-04-07T22:08:14.652Z","100","1368","1371"
"143.198.49.49","elite","AS14061","US","DigitalOcean, LLC","149","DigitalOcean, LLC","3240","socks5","1591","1","2023-04-07T22:08:14.106Z","90","1232","1369"
"72.195.34.35","elite","AS22773","US","Cox Communications Inc.","149","Cox Communications","27360","socks4","1280","1","2023-04-07T22:08:14.146Z","86","1123","1302"
"172.98.21.100","elite","AS7018","US","AT&T Services, Inc.","89","Bunny Technology LLC","10001","socks4","1361","1","2023-04-07T22:08:13.667Z","95","1312","1377"
"191.102.135.67","elite","AS394474","US","Webline Services","83","Corporate Network","3128","socks4","1258","1","2023-04-07T22:08:13.672Z","36","492","1353"
"202.182.70.189","elite","AS7018","US","AT&T Services, Inc.","81","CABLE & FIBERLINK","13996","socks4","1381","1","2023-04-07T22:08:12.859Z","46","648","1395"
"70.32.26.23","elite","AS55293","US","A2 Hosting, Inc.","95","A2 Hosting, Inc.","36546","socks5","1456","1","2023-04-07T22:08:12.448Z","100","1308","1310"
"50.47.75.220","elite","AS20055","US","Wholesail networks LLC","147","Ziply Fiber","5678","socks4","1267","1","2023-04-07T22:08:10.331Z","94","1324","1411"
"137.184.142.37","elite","AS14061","US","DigitalOcean, LLC","82","DigitalOcean, LLC","443","socks4","1211","1","2023-04-07T22:08:10.345Z","91","1236","1355"
"208.113.153.30","elite","AS26347","US","New Dream Network, LLC","79","New Dream Network, LLC","46293","socks5","1074","1","2023-04-07T22:08:10.757Z","100","1376","1378"
"216.107.129.67","elite","AS61317","US","Colocation America Corporation","99","Ipxo LLC","10180","socks5","1365","1","2023-04-07T22:08:10.348Z","100","1308","1309"
"66.29.128.242","elite","AS22612","US","Namecheap, Inc.","133","Namecheap, Inc.","60598","socks5","1256","1","2023-04-07T22:08:10.331Z","100","1380","1383"
"172.67.219.60","elite","AS13335","US","Cloudflare, Inc.","1","Cloudflare, Inc.","80","socks4","1196","1","2023-04-07T22:08:10.345Z","100","1296","1296"
"24.234.142.118","elite","AS22773","US","Cox Communications Inc.","155","Cox Communications Inc","31008","socks4","1210","1","2023-04-07T22:08:10.332Z","96","1281","1339"
"198.8.94.170","elite","AS46562","US","Performive LLC","133","Total Server Solutions L.L.C","4145","socks5","1014","1","2023-04-07T22:08:09.857Z","97","1261","1301"
"69.75.140.157","anonymous","AS20001","US","Spectrum","143","Premier Hotels Development","8080","http","1392","805","2023-04-07T22:08:09.843Z","100","1302","1302"
"165.22.186.178","elite","AS14061","US","DigitalOcean, LLC","84","DigitalOcean, LLC","8888","socks4","1348","1","2023-04-07T22:08:09.361Z","97","1354","1389"
"38.127.179.16","elite","AS174","US","Cogent Communications","77","Torlandia Trading SRL","55994","socks5","1385","1","2023-04-07T22:08:07.615Z","100","1331","1331"
"199.195.253.35","elite","AS53667","US","FranTech Solutions","73","FranTech Solutions","30637","socks4","1431","1","2023-04-07T22:08:07.251Z","98","1332","1356"
"50.250.56.129","elite","AS7922","US","Comcast Cable Communications, LLC","115","Comcast Cable Communications, LLC","48380","socks4","1334","1","2023-04-07T22:08:07.994Z","100","1416","1417"
"38.127.179.10","elite","AS174","US","Cogent Communications","78","Torlandia Trading SRL","11537","socks5","1344","1","2023-04-07T22:08:07.253Z","100","1351","1355"
"23.94.73.177","elite","AS36352","US","ColoCrossing","145","VPS ACE","22429","socks4","1463","1","2023-04-07T22:08:06.035Z","44","611","1382"
"75.119.206.134","elite","AS26347","US","New Dream Network, LLC","151","New Dream Network, LLC","32524","socks5","1207","1","2023-04-07T22:08:06.016Z","100","1398","1398"
"51.81.31.169","elite","AS16276","US","OVH SAS","78","OVH US LLC","4485","socks4","1468","1","2023-04-07T22:08:06.454Z","100","1414","1414"
"104.16.72.45","elite","AS13335","US","Cloudflare, Inc.","1","Cloudflare, Inc","80","socks4","1356","1","2023-04-07T22:08:06.031Z","100","1300","1300"
"8.39.228.25","elite","AS3356","US","Level 3 Communications, Inc.","125","Level 3, LLC","39593","socks4","1355","1","2023-04-07T22:08:05.577Z","100","1415","1415"
"146.145.199.122","elite","AS7029","US","Windstream Communications LLC","82","Colo16","8080","socks5","1371","1","2023-04-07T22:08:04.246Z","99","1322","1334"
"172.64.130.68","elite","AS13335","US","Cloudflare, Inc.","1","Cloudflare, Inc.","80","socks4","1147","1","2023-04-07T22:08:03.134Z","100","1397","1398"
"66.29.128.241","elite","AS22612","US","Namecheap, Inc.","133","Namecheap, Inc.","65348","socks5","1236","1","2023-04-07T22:08:03.463Z","100","1412","1414"
"162.247.243.29","elite","AS54113","US","Fastly, Inc.","1","New Relic","80","socks4","1212","1","2023-04-07T22:08:03.135Z","92","1286","1396"
"167.172.119.162","elite","AS14061","US","DigitalOcean, LLC","146","DigitalOcean, LLC","7497","socks5","1384","1","2023-04-07T22:08:03.139Z","100","1414","1416"
"198.8.94.174","elite","AS46562","US","Performive LLC","130","Total Server Solutions L.L.C","39078","socks5","1393","1","2023-04-07T22:08:02.159Z","97","1265","1302"
"68.183.25.78","elite","AS14061","US","DigitalOcean, LLC","85","DigitalOcean, LLC","23017","socks5","1327","1","2023-04-07T22:08:02.657Z","100","1312","1314"
"209.159.153.21","elite","AS19318","US","Interserver, Inc","73","Interserver, Inc","57901","socks5","1561","1","2023-04-07T22:08:01.168Z","100","1329","1331"
"72.195.34.41","elite","AS22773","US","Cox Communications Inc.","145","Cox Communications","4145","socks5","1487","1","2023-04-07T22:08:00.300Z","87","1128","1300"
"162.243.102.207","elite","AS14061","US","DigitalOcean, LLC","81","Digital Ocean","3128","socks4","1406","1","2023-04-07T22:08:00.305Z","100","1310","1312"
"173.244.200.155","elite","AS32780","US","Hosting Services, Inc.","73","Hosting Services, Inc.","30109","socks5","1220","1","2023-04-07T22:07:59.169Z","100","1415","1415"
"35.190.107.16","elite","AS15169","US","Google LLC","1","Google LLC","30000","socks4","1533","1","2023-04-07T22:07:59.592Z","100","1343","1343"
"192.81.216.55","elite","AS14061","US","DigitalOcean, LLC","82","Digital Ocean","7497","socks5","1504","1","2023-04-07T22:07:59.188Z","100","1371","1373"
"31.204.28.136","elite","AS207710","US","SIA \"Singularity Telecom\"","144","Popov Andry Vasilievich","5432","socks5","1467","1","2023-04-07T22:07:59.185Z","100","1329","1331"
"157.230.186.18","elite","AS14061","US","DigitalOcean, LLC","81","DigitalOcean, LLC","12192","socks4","1455","1","2023-04-07T22:07:59.931Z","62","806","1310"
"64.90.50.227","elite","AS26347","US","New Dream Network, LLC","151","New Dream Network, LLC","55552","socks5","1199","1","2023-04-07T22:07:59.169Z","100","1352","1352"
"142.93.78.172","elite","AS14061","US","DigitalOcean, LLC","77","DigitalOcean, LLC","14729","socks5","1365","1","2023-04-07T22:07:59.903Z","100","1417","1418"
"75.119.202.21","elite","AS26347","US","New Dream Network, LLC","150","New Dream Network, LLC","15745","socks5","1269","1","2023-04-07T22:07:58.221Z","100","1398","1398"
"24.234.142.123","elite","AS22773","US","Cox Communications Inc.","151","Cox Communications Inc","31008","socks4","1177","1","2023-04-07T22:07:58.225Z","96","1357","1415"
"45.196.151.59","elite","AS7018","US","AT&T Services","98","AQUA Networks Limited","5432","socks4","1316","1","2023-04-07T22:07:57.788Z","98","1332","1360"
"50.96.204.6","elite","AS7029","US","Windstream Communications LLC","115","Windstream Communications LLC","18351","socks4","1315","1","2023-04-07T22:07:57.348Z","100","1390","1393"
"159.223.118.43","elite","AS14061","US","DigitalOcean, LLC","85","DigitalOcean, LLC","8080","socks4","1269","2","2023-04-07T22:07:57.349Z","96","1364","1416"
"47.252.4.64","anonymous","AS45102","US","Alibaba.com LLC","78","ALICLOUD-US","8888","http","1430","827","2023-04-07T22:07:57.351Z","99","1282","1301"
"38.127.179.219","elite","AS174","US","Cogent Communications","78","Torlandia Trading SRL","46656","socks5","1272","1","2023-04-07T22:07:56.142Z","100","1348","1349"
"192.252.208.67","elite","AS46562","US","Performive LLC","131","Performive LLC","14287","socks5","1299","1","2023-04-07T22:07:56.889Z","96","1274","1321"
"162.255.108.5","elite","AS54755","US","Desert Winds Wireless","151","Desert Winds Wireless Inc","5678","socks4","1346","1","2023-04-07T22:07:55.367Z","100","1410","1416"
"35.244.232.197","elite","AS15169","US","Google LLC","1","Google Cloud","80","socks4","1341","1","2023-04-07T22:07:55.000Z","100","1295","1295"
"104.37.101.225","anonymous","AS63060","US","ALTIUS Broadband, LLC","100","ALTIUS Broadband, LLC","8282","http","1298","411","2023-04-07T22:07:55.777Z","98","1328","1352"
"162.0.220.214","elite","AS22612","US","Namecheap, Inc.","133","Namecheap, Inc.","52889","socks4","1284","1","2023-04-07T22:07:55.369Z","100","1368","1374"
"192.111.129.145","elite","AS46562","US","Performive LLC","133","Total Server Solutions L.L.C.","16894","socks4","1284","1","2023-04-07T22:07:55.774Z","97","1261","1301"
"45.77.99.122","elite","AS20473","US","The Constant Company","85","Vultr Holdings, LLC","11370","socks5","1371","1","2023-04-07T22:07:54.162Z","65","885","1358"
"50.255.17.229","elite","AS7922","US","Comcast Cable Communications, LLC","169","Comcast Cable Communications, LLC","32100","socks4","1323","1","2023-04-07T22:07:54.975Z","99","1407","1417"
"69.163.160.191","elite","AS26347","US","New Dream Network, LLC","151","New Dream Network, LLC","41610","socks5","1217","1","2023-04-07T22:07:53.803Z","100","1354","1354"
